"trans_date","change_type","addon_or_removal","site","urbanrural","city","site_type","terms","ns","nsptw","nearby","week_diff"
"2012-11-18","site","removal","site 334","urban","Calgary","Regular",1,11848,537,"1 | 5 | 10",26
"2012-11-18","site","removal","site 334","urban","Calgary","Regular",2,9010,746,"1 | 5 | 10",39
"2012-11-18","terminal","addon","site 496","rural","Wabamun","Regular",1,8467,-710,"1 | 5 | 10",13
"2012-11-18","terminal","addon","site 496","rural","Wabamun","Regular",1,-220,919,"1 | 5 | 10",26
"2012-11-18","terminal","addon","site 496","rural","Wabamun","Regular",1,1212,-251,"1 | 5 | 10",39
"2012-11-18","terminal","addon","site 24","rural","Chestermere","Regular",2,2793,880,"1 | 5 | 10",13
"2012-11-18","terminal","addon","site 24","rural","Chestermere","Regular",1,-6742,226,"1 | 5 | 10",26
"2012-11-18","terminal","addon","site 24","rural","Chestermere","Regular",2,9750,-546,"1 | 5 | 10",39
"2012-11-25","terminal","removal","site 497","urban","Medicine Hat","Regular",2,-721,460,"1 | 5 | 10",13
"2012-11-25","terminal","removal","site 497","urban","Medicine Hat","Regular",2,-8103,466,"1 | 5 | 10",26
"2012-11-25","terminal","removal","site 497","urban","Medicine Hat","Regular",2,503,-116,"1 | 5 | 10",39
"2012-11-25","terminal","addon","site 74","rural","Athabasca","GEC",1,-5689,673,"1 | 5 | 10",13
"2012-11-25","terminal","addon","site 74","rural","Athabasca","GEC",1,9593,-70,"1 | 5 | 10",26
"2012-11-25","terminal","addon","site 74","rural","Athabasca","GEC",1,-5685,499,"1 | 5 | 10",39
"2012-11-25","site","removal","site 498","urban","Edmonton","Regular",1,4105,-449,"1 | 5 | 10",13
"2012-11-25","site","removal","site 498","urban","Edmonton","Regular",1,4213,33,"1 | 5 | 10",26
"2012-11-25","site","removal","site 498","urban","Edmonton","Regular",2,1375,748,"1 | 5 | 10",39
"2012-11-25","terminal","removal","site 114","rural","Taber","Regular",2,-5777,-18,"1 | 5 | 10",13
"2012-11-25","terminal","removal","site 114","rural","Taber","Regular",1,7542,597,"1 | 5 | 10",26
"2012-11-25","terminal","removal","site 114","rural","Taber","Regular",2,-3023,846,"1 | 5 | 10",39
"2012-11-25","site","removal","site 143","urban","Calgary","Regular",2,-6261,280,"1 | 5 | 10",13
"2012-11-25","site","removal","site 143","urban","Calgary","Regular",1,3954,4,"1 | 5 | 10",26
"2012-11-25","site","removal","site 143","urban","Calgary","Regular",1,9675,412,"1 | 5 | 10",39
"2012-12-02","site","removal","site 499","urban","Grande Prairie","Regular",1,4147,96,"1 | 5 | 10",13
"2012-12-02","site","removal","site 499","urban","Grande Prairie","Regular",1,11055,324,"1 | 5 | 10",26
"2012-12-02","site","removal","site 499","urban","Grande Prairie","Regular",1,4885,912,"1 | 5 | 10",39
"2012-12-02","terminal","removal","site 426","rural","Edson","Regular",1,9310,-272,"1 | 5 | 10",13
"2012-12-02","terminal","removal","site 426","rural","Edson","Regular",1,2564,57,"1 | 5 | 10",26
"2012-12-02","terminal","removal","site 426","rural","Edson","Regular",2,-4981,-479,"1 | 5 | 10",39
"2012-12-02","terminal","removal","site 351","rural","Sherwood Park","Regular",2,4321,99,"1 | 5 | 10",13
"2012-12-02","terminal","removal","site 351","rural","Sherwood Park","Regular",1,-3061,-360,"1 | 5 | 10",26
"2012-12-02","terminal","removal","site 351","rural","Sherwood Park","Regular",2,8809,-145,"1 | 5 | 10",39
"2012-12-02","terminal","removal","site 500","rural","Beaumont","Regular",1,-3178,-364,"1 | 5 | 10",13
"2012-12-02","terminal","removal","site 500","rural","Beaumont","Regular",1,3219,675,"1 | 5 | 10",26
"2012-12-02","terminal","removal","site 500","rural","Beaumont","Regular",1,7788,709,"1 | 5 | 10",39
"2012-12-02","terminal","removal","site 71","urban","Calgary","Regular",1,5856,-393,"1 | 5 | 10",13
"2012-12-02","terminal","removal","site 71","urban","Calgary","Regular",2,6462,406,"1 | 5 | 10",26
"2012-12-02","terminal","removal","site 71","urban","Calgary","Regular",2,5921,697,"1 | 5 | 10",39
"2012-12-02","terminal","removal","site 161","rural","Grande Cache","Regular",2,-894,-689,"1 | 5 | 10",13
"2012-12-02","terminal","removal","site 161","rural","Grande Cache","Regular",1,11136,-508,"1 | 5 | 10",26
"2012-12-02","terminal","removal","site 161","rural","Grande Cache","Regular",1,2508,-100,"1 | 5 | 10",39
"2012-12-02","site","removal","site 501","urban","Calgary","Regular",1,-2837,-534,"1 | 5 | 10",13
"2012-12-02","site","removal","site 501","urban","Calgary","Regular",1,-9762,621,"1 | 5 | 10",26
"2012-12-02","site","removal","site 501","urban","Calgary","Regular",1,-8857,-298,"1 | 5 | 10",39
"2012-12-09","terminal","addon","site 136","urban","Edmonton","Regular",2,7297,26,"1 | 5 | 10",13
"2012-12-09","terminal","addon","site 136","urban","Edmonton","Regular",1,-8889,372,"1 | 5 | 10",26
"2012-12-09","terminal","addon","site 136","urban","Edmonton","Regular",2,3596,878,"1 | 5 | 10",39
"2012-12-09","terminal","addon","site 502","rural","Beaumont","Regular",1,-8368,403,"1 | 5 | 10",13
"2012-12-09","terminal","addon","site 502","rural","Beaumont","Regular",2,4646,343,"1 | 5 | 10",26
"2012-12-09","terminal","addon","site 502","rural","Beaumont","Regular",1,8892,-393,"1 | 5 | 10",39
"2012-12-16","terminal","addon","site 126","urban","Camrose","Casino",1,-9177,825,"1 | 5 | 10",13
"2012-12-16","terminal","addon","site 126","urban","Camrose","Casino",1,10684,-451,"1 | 5 | 10",26
"2012-12-16","terminal","addon","site 126","urban","Camrose","Casino",2,9678,-418,"1 | 5 | 10",39
"2012-12-16","terminal","addon","site 170","urban","Calgary","Regular",1,10284,-717,"1 | 5 | 10",13
"2012-12-16","terminal","addon","site 170","urban","Calgary","Regular",2,1815,-49,"1 | 5 | 10",26
"2012-12-16","terminal","addon","site 170","urban","Calgary","Regular",1,-6664,28,"1 | 5 | 10",39
"2012-12-16","terminal","addon","site 503","rural","Drumheller","Regular",1,-9510,-40,"1 | 5 | 10",13
"2012-12-16","terminal","addon","site 503","rural","Drumheller","Regular",1,7801,-49,"1 | 5 | 10",26
"2012-12-16","terminal","addon","site 503","rural","Drumheller","Regular",1,-9633,-304,"1 | 5 | 10",39
"2012-12-23","site","addon","site 504","urban","Edmonton","Regular",2,4314,514,"1 | 5 | 10",13
"2012-12-23","site","addon","site 504","urban","Edmonton","Regular",2,-4207,74,"1 | 5 | 10",26
"2012-12-23","site","addon","site 504","urban","Edmonton","Regular",2,8606,737,"1 | 5 | 10",39
"2012-12-23","site","removal","site 505","rural","Alliance","Regular",2,2432,-232,"1 | 5 | 10",13
"2012-12-23","site","removal","site 505","rural","Alliance","Regular",2,6983,-28,"1 | 5 | 10",26
"2012-12-23","site","removal","site 505","rural","Alliance","Regular",2,8335,242,"1 | 5 | 10",39
"2012-12-23","terminal","addon","site 331","urban","Lethbridge","GEC",1,-2598,-438,"1 | 5 | 10",13
"2012-12-23","terminal","addon","site 331","urban","Lethbridge","GEC",1,-1381,-473,"1 | 5 | 10",26
"2012-12-23","terminal","addon","site 331","urban","Lethbridge","GEC",1,4867,-551,"1 | 5 | 10",39
"2012-12-23","site","addon","site 506","urban","Edmonton","Regular",1,-1802,-426,"1 | 5 | 10",13
"2012-12-23","site","addon","site 506","urban","Edmonton","Regular",2,-4550,-529,"1 | 5 | 10",26
"2012-12-23","site","addon","site 506","urban","Edmonton","Regular",2,-1300,-368,"1 | 5 | 10",39
"2012-12-23","site","removal","site 49","rural","Leduc","Regular",1,-865,272,"1 | 5 | 10",13
"2012-12-23","site","removal","site 49","rural","Leduc","Regular",2,7545,-609,"1 | 5 | 10",26
"2012-12-23","site","removal","site 49","rural","Leduc","Regular",1,1691,367,"1 | 5 | 10",39
"2012-12-23","site","removal","site 507","rural","Veteran","Regular",1,7313,301,"1 | 5 | 10",13
"2012-12-23","site","removal","site 507","rural","Veteran","Regular",2,2555,-689,"1 | 5 | 10",26
"2012-12-23","site","removal","site 507","rural","Veteran","Regular",2,11786,-523,"1 | 5 | 10",39
"2012-12-23","site","removal","site 508","rural","Water Valley","Regular",2,-1462,577,"1 | 5 | 10",13
"2012-12-23","site","removal","site 508","rural","Water Valley","Regular",2,-4597,712,"1 | 5 | 10",26
"2012-12-23","site","removal","site 508","rural","Water Valley","Regular",2,8438,833,"1 | 5 | 10",39
"2012-12-30","site","removal","site 96","urban","Calgary","Regular",2,8630,335,"1 | 5 | 10",13
"2012-12-30","site","removal","site 96","urban","Calgary","Regular",1,3846,56,"1 | 5 | 10",26
"2012-12-30","site","removal","site 96","urban","Calgary","Regular",1,-1374,-186,"1 | 5 | 10",39
"2012-12-30","site","removal","site 157","rural","Redwater","Regular",2,-6846,612,"1 | 5 | 10",13
"2012-12-30","site","removal","site 157","rural","Redwater","Regular",2,5766,860,"1 | 5 | 10",26
"2012-12-30","site","removal","site 157","rural","Redwater","Regular",2,9740,323,"1 | 5 | 10",39
"2013-01-13","terminal","addon","site 57","urban","Camrose","Regular",1,-9228,-605,"1 | 5 | 10",13
"2013-01-13","terminal","addon","site 57","urban","Camrose","Regular",1,1585,-395,"1 | 5 | 10",26
"2013-01-13","terminal","addon","site 57","urban","Camrose","Regular",1,8452,-200,"1 | 5 | 10",39
"2013-01-13","site","removal","site 85","rural","Airdrie","Regular",2,-5159,-7,"1 | 5 | 10",13
"2013-01-13","site","removal","site 85","rural","Airdrie","Regular",1,1928,867,"1 | 5 | 10",26
"2013-01-13","site","removal","site 85","rural","Airdrie","Regular",2,-590,555,"1 | 5 | 10",39
"2013-01-13","terminal","addon","site 278","urban","Calgary","Regular",1,2827,-747,"1 | 5 | 10",13
"2013-01-13","terminal","addon","site 278","urban","Calgary","Regular",2,-1260,126,"1 | 5 | 10",26
"2013-01-13","terminal","addon","site 278","urban","Calgary","Regular",2,-7541,-259,"1 | 5 | 10",39
"2013-01-13","terminal","addon","site 360","rural","Strathmore","Regular",1,-8844,-573,"1 | 5 | 10",13
"2013-01-13","terminal","addon","site 360","rural","Strathmore","Regular",2,1138,668,"1 | 5 | 10",26
"2013-01-13","terminal","addon","site 360","rural","Strathmore","Regular",1,6699,762,"1 | 5 | 10",39
"2013-01-13","terminal","addon","site 386","urban","Calgary","Regular",2,7782,-28,"1 | 5 | 10",13
"2013-01-13","terminal","addon","site 386","urban","Calgary","Regular",2,4832,-123,"1 | 5 | 10",26
"2013-01-13","terminal","addon","site 386","urban","Calgary","Regular",1,1158,-95,"1 | 5 | 10",39
"2013-01-13","terminal","addon","site 326","rural","Leduc","Regular",1,9024,-378,"1 | 5 | 10",13
"2013-01-13","terminal","addon","site 326","rural","Leduc","Regular",1,-6824,-396,"1 | 5 | 10",26
"2013-01-13","terminal","addon","site 326","rural","Leduc","Regular",1,2644,-503,"1 | 5 | 10",39
"2013-01-13","terminal","addon","site 303","urban","Edmonton","Regular",2,-6739,-710,"1 | 5 | 10",13
"2013-01-13","terminal","addon","site 303","urban","Edmonton","Regular",2,-8540,-199,"1 | 5 | 10",26
"2013-01-13","terminal","addon","site 303","urban","Edmonton","Regular",2,-2550,83,"1 | 5 | 10",39
"2013-01-13","site","addon","site 509","urban","Edmonton","Regular",2,3827,457,"1 | 5 | 10",13
"2013-01-13","site","addon","site 509","urban","Edmonton","Regular",1,-6747,-67,"1 | 5 | 10",26
"2013-01-13","site","addon","site 509","urban","Edmonton","Regular",2,-3558,-4,"1 | 5 | 10",39
"2013-01-13","terminal","addon","site 68","rural","Stettler","Regular",1,-9524,-579,"1 | 5 | 10",13
"2013-01-13","terminal","addon","site 68","rural","Stettler","Regular",2,10614,641,"1 | 5 | 10",26
"2013-01-13","terminal","addon","site 68","rural","Stettler","Regular",2,-2451,-348,"1 | 5 | 10",39
"2013-01-20","terminal","addon","site 510","rural","Didsbury","Regular",2,11527,699,"1 | 5 | 10",13
"2013-01-20","terminal","addon","site 510","rural","Didsbury","Regular",1,-9911,-163,"1 | 5 | 10",26
"2013-01-20","terminal","addon","site 510","rural","Didsbury","Regular",2,-4737,-708,"1 | 5 | 10",39
"2013-01-20","terminal","addon","site 164","urban","Calgary","GEC",2,-9006,-713,"1 | 5 | 10",13
"2013-01-20","terminal","addon","site 164","urban","Calgary","GEC",2,10428,824,"1 | 5 | 10",26
"2013-01-20","terminal","addon","site 164","urban","Calgary","GEC",1,-5419,118,"1 | 5 | 10",39
"2013-01-20","terminal","addon","site 90","urban","Edmonton","GEC",2,6584,291,"1 | 5 | 10",13
"2013-01-20","terminal","addon","site 90","urban","Edmonton","GEC",1,-3899,245,"1 | 5 | 10",26
"2013-01-20","terminal","addon","site 90","urban","Edmonton","GEC",2,8839,245,"1 | 5 | 10",39
"2013-01-20","terminal","addon","site 209","rural","Irricana","Regular",2,-8239,-684,"1 | 5 | 10",13
"2013-01-20","terminal","addon","site 209","rural","Irricana","Regular",2,10959,114,"1 | 5 | 10",26
"2013-01-20","terminal","addon","site 209","rural","Irricana","Regular",1,9219,525,"1 | 5 | 10",39
"2013-01-20","terminal","addon","site 511","urban","Lethbridge","Regular",1,9868,400,"1 | 5 | 10",13
"2013-01-20","terminal","addon","site 511","urban","Lethbridge","Regular",2,6883,-596,"1 | 5 | 10",26
"2013-01-20","terminal","addon","site 511","urban","Lethbridge","Regular",2,-5585,547,"1 | 5 | 10",39
"2013-01-20","terminal","addon","site 228","urban","Medicine Hat","GEC",2,-5697,574,"1 | 5 | 10",13
"2013-01-20","terminal","addon","site 228","urban","Medicine Hat","GEC",2,8920,-199,"1 | 5 | 10",26
"2013-01-20","terminal","addon","site 228","urban","Medicine Hat","GEC",2,-3190,-540,"1 | 5 | 10",39
"2013-01-20","terminal","addon","site 512","urban","Calgary","Regular",1,9261,102,"1 | 5 | 10",13
"2013-01-20","terminal","addon","site 512","urban","Calgary","Regular",1,-2539,-617,"1 | 5 | 10",26
"2013-01-20","terminal","addon","site 512","urban","Calgary","Regular",1,979,281,"1 | 5 | 10",39
"2013-01-20","terminal","addon","site 120","rural","Ponoka","GEC",2,6859,700,"1 | 5 | 10",13
"2013-01-20","terminal","addon","site 120","rural","Ponoka","GEC",1,3782,862,"1 | 5 | 10",26
"2013-01-20","terminal","addon","site 120","rural","Ponoka","GEC",1,-1257,590,"1 | 5 | 10",39
"2013-01-20","terminal","addon","site 513","rural","Thorsby","Regular",1,8247,-163,"1 | 5 | 10",13
"2013-01-20","terminal","addon","site 513","rural","Thorsby","Regular",2,8481,-203,"1 | 5 | 10",26
"2013-01-20","terminal","addon","site 513","rural","Thorsby","Regular",2,-5427,772,"1 | 5 | 10",39
"2013-01-20","terminal","addon","site 46","urban","Calgary","GEC",2,11763,826,"1 | 5 | 10",13
"2013-01-20","terminal","addon","site 46","urban","Calgary","GEC",2,9339,735,"1 | 5 | 10",26
"2013-01-20","terminal","addon","site 46","urban","Calgary","GEC",2,232,281,"1 | 5 | 10",39
"2013-01-20","terminal","addon","site 514","rural","Two Hills","Regular",2,-4668,265,"1 | 5 | 10",13
"2013-01-20","terminal","addon","site 514","rural","Two Hills","Regular",2,9484,407,"1 | 5 | 10",26
"2013-01-20","terminal","addon","site 514","rural","Two Hills","Regular",2,6594,-163,"1 | 5 | 10",39
"2013-01-27","terminal","addon","site 346","rural","Olds","GEC",2,1244,583,"1 | 5 | 10",13
"2013-01-27","terminal","addon","site 346","rural","Olds","GEC",1,4088,-513,"1 | 5 | 10",26
"2013-01-27","terminal","addon","site 346","rural","Olds","GEC",2,6923,-708,"1 | 5 | 10",39
"2013-02-03","terminal","addon","site 515","urban","Edmonton","Regular",1,-6597,351,"1 | 5 | 10",13
"2013-02-03","terminal","addon","site 515","urban","Edmonton","Regular",2,-8978,153,"1 | 5 | 10",26
"2013-02-03","terminal","addon","site 515","urban","Edmonton","Regular",2,-2370,613,"1 | 5 | 10",39
"2013-02-17","terminal","addon","site 516","urban","Calgary","Regular",2,-134,-72,"1 | 5 | 10",13
"2013-02-17","terminal","addon","site 516","urban","Calgary","Regular",1,-9225,512,"1 | 5 | 10",26
"2013-02-17","terminal","addon","site 516","urban","Calgary","Regular",2,9715,464,"1 | 5 | 10",39
"2013-02-17","terminal","addon","site 392","rural","Hardisty","Regular",2,8373,-39,"1 | 5 | 10",13
"2013-02-17","terminal","addon","site 392","rural","Hardisty","Regular",2,2797,369,"1 | 5 | 10",26
"2013-02-17","terminal","addon","site 392","rural","Hardisty","Regular",2,-3165,-615,"1 | 5 | 10",39
"2013-02-17","terminal","addon","site 517","urban","Calgary","Regular",1,-7656,-660,"1 | 5 | 10",13
"2013-02-17","terminal","addon","site 517","urban","Calgary","Regular",2,-4785,772,"1 | 5 | 10",26
"2013-02-17","terminal","addon","site 517","urban","Calgary","Regular",1,-1060,627,"1 | 5 | 10",39
"2013-02-17","terminal","addon","site 132","rural","Stettler","Regular",1,-1291,-556,"1 | 5 | 10",13
"2013-02-17","terminal","addon","site 132","rural","Stettler","Regular",1,10214,441,"1 | 5 | 10",26
"2013-02-17","terminal","addon","site 132","rural","Stettler","Regular",1,4012,162,"1 | 5 | 10",39
"2013-02-17","terminal","addon","site 398","urban","Calgary","Regular",2,-2339,480,"1 | 5 | 10",13
"2013-02-17","terminal","addon","site 398","urban","Calgary","Regular",2,8939,23,"1 | 5 | 10",26
"2013-02-17","terminal","addon","site 398","urban","Calgary","Regular",1,1955,-333,"1 | 5 | 10",39
"2013-02-24","terminal","addon","site 518","urban","Edmonton","Regular",2,339,-182,"1 | 5 | 10",13
"2013-02-24","terminal","addon","site 518","urban","Edmonton","Regular",1,3336,480,"1 | 5 | 10",26
"2013-02-24","terminal","addon","site 518","urban","Edmonton","Regular",2,2399,-486,"1 | 5 | 10",39
"2013-02-24","terminal","addon","site 380","urban","Edmonton","Regular",2,4605,-745,"1 | 5 | 10",13
"2013-02-24","terminal","addon","site 380","urban","Edmonton","Regular",2,7384,722,"1 | 5 | 10",26
"2013-02-24","terminal","addon","site 380","urban","Edmonton","Regular",1,-3028,292,"1 | 5 | 10",39
"2013-03-03","terminal","addon","site 102","urban","Edmonton","GEC",2,11947,-369,"1 | 5 | 10",13
"2013-03-03","terminal","addon","site 102","urban","Edmonton","GEC",2,-8625,-118,"1 | 5 | 10",26
"2013-03-03","terminal","addon","site 102","urban","Edmonton","GEC",2,-4221,-219,"1 | 5 | 10",39
"2013-03-10","terminal","addon","site 84","rural","Morinville","Regular",1,-5977,532,"1 | 5 | 10",13
"2013-03-10","terminal","addon","site 84","rural","Morinville","Regular",1,-4979,-20,"1 | 5 | 10",26
"2013-03-10","terminal","addon","site 84","rural","Morinville","Regular",2,5736,566,"1 | 5 | 10",39
"2013-03-10","terminal","addon","site 348","rural","Leduc","GEC",1,-5826,-239,"1 | 5 | 10",13
"2013-03-10","terminal","addon","site 348","rural","Leduc","GEC",2,-4419,119,"1 | 5 | 10",26
"2013-03-10","terminal","addon","site 348","rural","Leduc","GEC",2,6379,-705,"1 | 5 | 10",39
"2013-03-10","site","addon","site 519","rural","Elk Point","Regular",1,-1442,-677,"1 | 5 | 10",13
"2013-03-10","site","addon","site 519","rural","Elk Point","Regular",2,323,19,"1 | 5 | 10",26
"2013-03-10","site","addon","site 519","rural","Elk Point","Regular",2,10909,831,"1 | 5 | 10",39
"2013-03-10","terminal","addon","site 520","rural","Morinville","Regular",1,-1596,174,"1 | 5 | 10",13
"2013-03-10","terminal","addon","site 520","rural","Morinville","Regular",1,-1772,446,"1 | 5 | 10",26
"2013-03-10","terminal","addon","site 520","rural","Morinville","Regular",2,-4082,702,"1 | 5 | 10",39
"2013-03-17","terminal","addon","site 250","urban","Calgary","GEC",1,1643,144,"1 | 5 | 10",13
"2013-03-17","terminal","addon","site 250","urban","Calgary","GEC",2,-818,243,"1 | 5 | 10",26
"2013-03-17","terminal","addon","site 250","urban","Calgary","GEC",2,-8090,30,"1 | 5 | 10",39
"2013-03-17","terminal","addon","site 388","urban","Edmonton","Regular",2,11727,623,"1 | 5 | 10",13
"2013-03-17","terminal","addon","site 388","urban","Edmonton","Regular",2,10184,887,"1 | 5 | 10",26
"2013-03-17","terminal","addon","site 388","urban","Edmonton","Regular",1,6279,-98,"1 | 5 | 10",39
"2013-03-17","site","removal","site 521","rural","Sedgewick","Regular",2,2443,-434,"1 | 5 | 10",13
"2013-03-17","site","removal","site 521","rural","Sedgewick","Regular",1,-4762,834,"1 | 5 | 10",26
"2013-03-17","site","removal","site 521","rural","Sedgewick","Regular",1,-4267,566,"1 | 5 | 10",39
"2013-03-17","terminal","addon","site 522","rural","Bonnyville","GEC",1,-3683,-327,"1 | 5 | 10",13
"2013-03-17","terminal","addon","site 522","rural","Bonnyville","GEC",2,1117,-432,"1 | 5 | 10",26
"2013-03-17","terminal","addon","site 522","rural","Bonnyville","GEC",1,9455,-312,"1 | 5 | 10",39
"2013-03-24","terminal","addon","site 523","urban","Medicine Hat","Regular",1,-4088,-711,"1 | 5 | 10",13
"2013-03-24","terminal","addon","site 523","urban","Medicine Hat","Regular",2,11642,681,"1 | 5 | 10",26
"2013-03-24","terminal","addon","site 523","urban","Medicine Hat","Regular",2,-2566,280,"1 | 5 | 10",39
"2013-03-24","terminal","addon","site 207","rural","Cochrane","Regular",1,1891,596,"1 | 5 | 10",13
"2013-03-24","terminal","addon","site 207","rural","Cochrane","Regular",1,1120,359,"1 | 5 | 10",26
"2013-03-24","terminal","addon","site 207","rural","Cochrane","Regular",1,10960,789,"1 | 5 | 10",39
"2013-03-24","terminal","addon","site 240","rural","Fort Saskatchewan","Regular",1,-8346,-632,"1 | 5 | 10",13
"2013-03-24","terminal","addon","site 240","rural","Fort Saskatchewan","Regular",2,9301,-249,"1 | 5 | 10",26
"2013-03-24","terminal","addon","site 240","rural","Fort Saskatchewan","Regular",2,-9560,357,"1 | 5 | 10",39
"2013-03-24","site","removal","site 524","rural","High River","Regular",1,-431,333,"1 | 5 | 10",13
"2013-03-24","site","removal","site 524","rural","High River","Regular",1,2394,740,"1 | 5 | 10",26
"2013-03-24","site","removal","site 524","rural","High River","Regular",2,-2701,504,"1 | 5 | 10",39
"2013-03-24","terminal","addon","site 119","rural","High River","Regular",2,-8212,-747,"1 | 5 | 10",13
"2013-03-24","terminal","addon","site 119","rural","High River","Regular",1,10392,680,"1 | 5 | 10",26
"2013-03-24","terminal","addon","site 119","rural","High River","Regular",1,-6793,-108,"1 | 5 | 10",39
"2013-03-24","terminal","addon","site 333","rural","Caroline","Regular",1,1648,-461,"1 | 5 | 10",13
"2013-03-24","terminal","addon","site 333","rural","Caroline","Regular",1,-7946,-510,"1 | 5 | 10",26
"2013-03-24","terminal","addon","site 333","rural","Caroline","Regular",1,-9149,66,"1 | 5 | 10",39
"2013-03-24","site","removal","site 173","urban","Edmonton","Regular",1,9788,-93,"1 | 5 | 10",13
"2013-03-24","site","removal","site 173","urban","Edmonton","Regular",2,-4776,-85,"1 | 5 | 10",26
"2013-03-24","site","removal","site 173","urban","Edmonton","Regular",2,1918,-646,"1 | 5 | 10",39
"2013-03-31","terminal","addon","site 258","rural","Fort Saskatchewan","Regular",2,8354,-23,"1 | 5 | 10",13
"2013-03-31","terminal","addon","site 258","rural","Fort Saskatchewan","Regular",2,-7247,-434,"1 | 5 | 10",26
"2013-03-31","terminal","addon","site 258","rural","Fort Saskatchewan","Regular",2,-7572,91,"1 | 5 | 10",39
"2013-03-31","site","removal","site 114","rural","Taber","Regular",1,-3835,337,"1 | 5 | 10",13
"2013-03-31","site","removal","site 114","rural","Taber","Regular",2,2083,79,"1 | 5 | 10",26
"2013-03-31","site","removal","site 114","rural","Taber","Regular",1,4545,814,"1 | 5 | 10",39
"2013-03-31","site","removal","site 194","rural","High River","Regular",2,-1719,-641,"1 | 5 | 10",13
"2013-03-31","site","removal","site 194","rural","High River","Regular",1,1829,463,"1 | 5 | 10",26
"2013-03-31","site","removal","site 194","rural","High River","Regular",1,10402,548,"1 | 5 | 10",39
"2013-03-31","terminal","removal","site 525","rural","Okotoks","Regular",2,-4733,-219,"1 | 5 | 10",13
"2013-03-31","terminal","removal","site 525","rural","Okotoks","Regular",1,-1160,-500,"1 | 5 | 10",26
"2013-03-31","terminal","removal","site 525","rural","Okotoks","Regular",1,10189,39,"1 | 5 | 10",39
"2013-03-31","site","removal","site 526","rural","Gainford","Regular",2,-879,-189,"1 | 5 | 10",13
"2013-03-31","site","removal","site 526","rural","Gainford","Regular",1,-6639,-295,"1 | 5 | 10",26
"2013-03-31","site","removal","site 526","rural","Gainford","Regular",1,11451,412,"1 | 5 | 10",39
"2013-03-31","terminal","addon","site 527","urban","Edmonton","Regular",2,-2666,129,"1 | 5 | 10",13
"2013-03-31","terminal","addon","site 527","urban","Edmonton","Regular",2,-9292,757,"1 | 5 | 10",26
"2013-03-31","terminal","addon","site 527","urban","Edmonton","Regular",2,9924,-729,"1 | 5 | 10",39
"2013-03-31","terminal","removal","site 528","urban","Edmonton","Regular",2,1703,-611,"1 | 5 | 10",13
"2013-03-31","terminal","removal","site 528","urban","Edmonton","Regular",2,6087,863,"1 | 5 | 10",26
"2013-03-31","terminal","removal","site 528","urban","Edmonton","Regular",2,-5889,-528,"1 | 5 | 10",39
"2013-03-31","terminal","removal","site 108","urban","Edmonton","Regular",2,-2860,-326,"1 | 5 | 10",13
"2013-03-31","terminal","removal","site 108","urban","Edmonton","Regular",1,11862,-6,"1 | 5 | 10",26
"2013-03-31","terminal","removal","site 108","urban","Edmonton","Regular",1,8010,-45,"1 | 5 | 10",39
"2013-04-07","terminal","removal","site 529","rural","Peace River","Regular",1,-6199,-423,"1 | 5 | 10",13
"2013-04-07","terminal","removal","site 529","rural","Peace River","Regular",2,-6166,-748,"1 | 5 | 10",26
"2013-04-07","terminal","removal","site 529","rural","Peace River","Regular",2,-3723,-252,"1 | 5 | 10",39
"2013-04-07","terminal","removal","site 530","rural","Picture Butte","Regular",1,10745,-568,"1 | 5 | 10",13
"2013-04-07","terminal","removal","site 530","rural","Picture Butte","Regular",2,11763,876,"1 | 5 | 10",26
"2013-04-07","terminal","removal","site 530","rural","Picture Butte","Regular",2,-9034,734,"1 | 5 | 10",39
"2013-04-07","terminal","removal","site 531","rural","Hinton","Regular",2,-2748,-608,"1 | 5 | 10",13
"2013-04-07","terminal","removal","site 531","rural","Hinton","Regular",2,1851,-127,"1 | 5 | 10",26
"2013-04-07","terminal","removal","site 531","rural","Hinton","Regular",2,3501,-380,"1 | 5 | 10",39
"2013-04-07","terminal","removal","site 309","urban","Calgary","Regular",2,204,392,"1 | 5 | 10",13
"2013-04-07","terminal","removal","site 309","urban","Calgary","Regular",1,10235,56,"1 | 5 | 10",26
"2013-04-07","terminal","removal","site 309","urban","Calgary","Regular",2,5428,76,"1 | 5 | 10",39
"2013-04-07","terminal","removal","site 532","urban","Edmonton","Regular",1,8406,638,"1 | 5 | 10",13
"2013-04-07","terminal","removal","site 532","urban","Edmonton","Regular",1,-8362,-306,"1 | 5 | 10",26
"2013-04-07","terminal","removal","site 532","urban","Edmonton","Regular",1,5508,-491,"1 | 5 | 10",39
"2013-04-14","site","removal","site 533","urban","Edmonton","Regular",1,9200,-457,"1 | 5 | 10",13
"2013-04-14","site","removal","site 533","urban","Edmonton","Regular",2,9719,-331,"1 | 5 | 10",26
"2013-04-14","site","removal","site 533","urban","Edmonton","Regular",1,-3855,-731,"1 | 5 | 10",39
"2013-04-21","site","addon","site 534","rural","High Prairie","Regular",2,-6154,912,"1 | 5 | 10",13
"2013-04-21","site","addon","site 534","rural","High Prairie","Regular",2,2128,80,"1 | 5 | 10",26
"2013-04-21","site","addon","site 534","rural","High Prairie","Regular",2,11622,-99,"1 | 5 | 10",39
"2013-04-28","terminal","removal","site 535","urban","Calgary","Regular",2,1195,-183,"1 | 5 | 10",13
